evID,heatFlow,crustalThick,mantleThick,elevation,strainRate,nAftershocks
1,0.0797665427053006,23144.2089828186,46229.5869078355,-1051.40201328179,54.0378144577594,-1
2,0.0731695857099653,22799.9608968019,42234.8427081769,-2071.17152607288,47.6131714654797,-1
3,0.0721443111364747,30368.4816356847,52118.370938753,204.495164249905,204.800654692929,-1
4,0.073427982971337,23459.5716771959,41833.7029846333,-1827.39592238451,79.7715731499396,-1
5,0.0736078286841908,27273.6405173766,93055.3714800386,-1812.57038002021,251.361501124603,-1
6,0.0702812276810088,25085.9801871918,96233.140507053,-2814.41155432007,484.717002498413,-1
7,0.0735385598532732,27232.2569799748,93136.1770182512,-1832.55748146435,254.339961681835,-1
8,0.0866608286168881,28060.8528005264,57201.0927295958,-209.062256385097,219.637170627604,-1
9,0.108208729684962,26075.3530811195,40117.1178572128,-645.473043640785,202.495534052329,-1
10,0.0712212724264938,23749.2052822774,88472.7482872618,-2941.07938426363,727.08212834054,-1
11,0.0704873404298299,25456.8761762357,96862.3847482354,-2703.00778690363,502.010531426184,-1
12,0.0721154616233799,29225.5725167406,104777.709656686,-1647.16711572425,584.367751878901,-1
13,0.072100954577072,29196.191384702,104721.921477641,-1655.69482343502,591.481522716278,-1
14,0.0720227679070765,29125.1104610667,104727.587330129,-1683.36309848665,604.994553917201,-1
15,0.0800813215085535,28396.5978962192,75895.7153480961,-524.292522904672,223.626729613825,-1
16,0.0721266400378401,29224.940008351,104739.006643326,-1645.47404751764,585.506790783567,-1
17,0.0721057902591746,29205.9850953815,104740.517537323,-1652.85225419811,589.110265770493,-1
18,0.0721128865166596,29185.4489114379,104645.270897919,-1655.99779036208,595.561338019098,-1
19,0.0720208840942581,29150.3853732529,104822.456246033,-1678.37301065249,597.642612921837,-1
20,0.0720577479694863,29178.5014885121,104800.838398358,-1666.45916652858,592.80691989382,-1
21,0.072163880675632,29248.001141173,104698.41501247,-1634.55822096055,582.141485954626,-1
22,0.071295244670537,28746.380754617,106234.557802129,-1852.12794076382,996.814480456671,-1
23,0.114609366971661,16317.7153212185,46662.7376477991,-2131.62124000162,149.74015926629,-1
24,0.0719713347543149,29143.1216961322,104958.672239791,-1687.98785271573,602.851022920299,-1
25,0.0721590449935294,29238.2074304935,104679.818952788,-1637.40079019747,584.51274290041,-1
26,0.072269636619214,29322.5557762711,104614.965409763,-1601.6592578257,570.461798788932,-1
27,0.0722819453213651,29306.7583205696,104519.341046861,-1602.96024231963,575.555867318257,-1
28,0.0706731808118332,28421.1381710215,106662.389942188,-2051.25017481611,1325.21036851969,-1
29,0.0722919934481343,29321.2907594917,104537.559383043,-1598.27312141255,572.479228042535,-1
30,0.0721389487399914,29209.1425526496,104643.382280423,-1646.77503201155,591.056994285466,-1
31,0.0751241849085589,25375.0887970859,73537.3007976137,-1088.05524777256,138.554095995179,-1
32,0.0780788968129578,29190.1632202727,85190.6729932492,-680.648037096485,147.76630454708,-1
33,0.0948802017577764,28712.4125625798,42949.5259867946,-375.436064350079,230.016687419155,-1
34,0.0942380349420494,28642.2295468376,43024.3623794112,-368.994705742806,225.269364616704,-1
35,0.100191725900294,29367.6112582369,42342.797160911,-423.800721567008,273.453429690923,-1
36,0.0935918793023149,28578.7618111976,43100.8375260063,-362.042942043338,219.369284909437,-1
37,0.0938745682225359,28605.9313023931,43067.2821044707,-365.123578709678,223.916025077059,-1
38,0.0956923691023703,28854.3585570854,42863.6085079955,-380.084328519336,275.699637620692,-1
39,0.094985580047209,28776.872538744,42945.9363434313,-373.010577618631,256.753336494857,-1
40,0.0945006462330134,28683.8508578382,42995.8792909622,-370.77899847845,232.241185762855,-1
41,0.0715037351119857,30773.5342120314,52951.7324564382,263.478823796773,215.482531140162,-1
